date,JNJ,HD,INTC,AMD,MU,NVDA,TSM
2016-03-14,28.18,128.84,31.43,2.72,11.15,32.3,25.22
2016-03-11,28.31,128.46,31.76,2.52,11.39,32.22,25.35
2016-03-10,27.43,125.89,31.25,2.26,10.88,31.68,24.74
2016-03-09,26.47,126.03,30.865,2.26,10.81,31.73,24.74
2016-03-08,26.22,126.72,30.56,2.3,10.66,31.75,24.65
2016-03-07,27.63,126.17,30.94,2.47,11.58,32.34,24.7
2016-03-04,26.36,125.56,30.63,2.37,11.88,32.55,24.65
2016-03-03,26.6,126.8,30.58,2.46,11.79,32.65,24.56
2016-03-02,25.57,125.59,30.54,2.32,11.68,32.94,24.62
2016-03-01,24.2,125.7,30.37,2.18,11.07,32.75,24.58
2016-02-29,24.0,124.12,29.59,2.14,10.63,31.36,23.55
2016-02-26,23.01,126.26,29.8,2.07,10.7,31.68,23.77
2016-02-25,21.37,126.86,29.62,2.03,10.72,31.89,23.69
2016-02-24,21.52,125.61,29.19,2.02,10.64,31.82,23.42
2016-02-23,21.31,124.53,28.8,1.97,10.49,31.6,23.4
2016-02-22,21.4,122.85,29.35,2.01,11.05,31.52,23.96
2016-02-19,20.66,121.69,28.71,1.91,11.16,30.44,23.78
2016-02-18,21.19,119.97,29.42,1.91,11.49,30.04,23.8
2016-02-17,21.73,121.21,29.47,1.9,11.43,27.66,23.64
2016-02-16,21.03,119.43,28.78,1.83,10.81,26.99,23.34
2016-02-12,20.18,116.32,28.64,1.83,10.02,25.73,22.24
2016-02-11,19.62,113.27,28.22,1.86,9.69,25.3,22.0
2016-02-10,20.91,114.33,28.23,1.84,9.9,25.43,22.3
2016-02-09,20.63,113.86,28.81,1.9,9.98,25.49,22.56
2016-02-08,23.16,111.85,28.82,1.93,10.17,25.22,22.8
2016-02-05,25.54,116.43,29.04,1.98,11.0,26.43,22.75
2016-02-04,25.49,121.11,29.77,2.09,11.23,28.21,23.23
2016-02-03,24.64,123.79,29.34,2.07,10.76,28.2,22.92
2016-02-02,23.12,125.27,29.8,1.99,10.59,28.06,22.56
2016-02-01,23.44,126.51,30.82,2.14,10.96,29.3,22.46
2016-01-29,24.91,125.76,31.02,2.2,11.03,29.29,22.35
2016-01-28,23.91,122.28,29.97,2.08,9.885,28.05,21.63
2016-01-27,23.13,121.57,29.81,2.13,10.39,28.36,21.68
2016-01-26,24.3,122.2,29.94,2.07,10.55,28.7,21.59
2016-01-25,23.62,121.71,29.6,2.12,10.48,28.42,21.79
2016-01-22,25.1,122.76,29.925,2.02,11.07,28.45,21.93
2016-01-21,22.62,120.22,29.66,2.09,10.85,27.8,21.33
2016-01-20,20.04,116.46,29.59,1.8,10.05,27.48,21.09
2016-01-19,20.79,119.76,29.8,1.95,10.8,27.33,21.66
2016-01-15,21.94,119.23,29.76,2.03,11.08,27.11,21.1
2016-01-14,22.78,119.62,32.74,2.21,12.02,28.67,21.82
2016-01-13,20.97,121.4,31.91,2.25,12.06,29.26,20.48
2016-01-12,21.85,127.49,32.68,2.39,12.72,30.18,20.75
2016-01-11,22.61,125.78,32.06,2.34,12.53,29.68,20.93
2016-01-08,23.05,123.9,31.51,2.14,13.33,29.63,20.81
2016-01-07,22.78,125.4,31.84,2.275,13.66,30.28,21.1
2016-01-06,24.22,129.08,33.08,2.505,14.22,31.53,21.34
2016-01-05,25.37,130.43,33.83,2.75,14.82,32.89,21.95
2016-01-04,25.35,131.07,33.99,2.77,14.33,32.37,22.09
2015-12-31,24.66,132.25,34.45,2.87,14.16,32.96,22.75
2015-12-30,23.44,133.35,34.99,2.98,14.16,33.39,22.88
2015-12-29,24.05,133.7,35.44,3.0,14.34,33.68,23.08
2015-12-28,24.12,132.68,34.93,3.0,14.19,33.14,23.01
2015-12-24,24.12,132.9,34.98,2.92,14.48,33.17,23.15
2015-12-23,24.29,133.11,35.0,2.83,14.3,33.055,23.08
2015-12-22,23.12,131.88,34.73,2.77,14.61,32.93,23.06
2015-12-21,21.85,131.31,34.24,2.53,14.77,32.895,22.95
2015-12-18,18.93,130.29,33.865,2.45,14.36,32.14,22.93
2015-12-17,19.86,131.35,34.91,2.56,14.32,32.67,22.96
2015-12-16,20.88,132.9,35.3,2.54,14.07,33.17,23.16
2015-12-15,21.34,131.29,35.18,2.36,14.18,32.97,22.82
2015-12-14,20.6,132.01,34.47,2.34,13.66,32.57,22.22
2015-12-11,20.31,130.44,34.27,2.36,14.04,32.49,22.18
2015-12-10,22.3,132.54,34.77,2.45,14.66,32.98,22.65
2015-12-09,22.2,131.9,34.81,2.35,14.32,32.71,22.73
2015-12-08,21.46,133.84,34.75,2.39,14.6,33.56,23.08
2015-12-07,21.62,133.93,34.985,2.355,14.85,33.11,23.24
2015-12-04,24.8,134.53,34.935,2.28,15.5,33.75,23.31
2015-12-03,26.79,130.93,34.04,2.23,15.61,32.43,22.93
2015-12-02,26.99,133.81,34.83,2.27,15.82,32.5,23.19
2015-12-01,29.21,134.43,35.09,2.34,16.55,32.75,23.28
2015-11-30,29.48,133.88,34.77,2.36,15.93,31.72,22.76
2015-11-27,29.46,134.74,34.46,2.33,15.56,31.39,22.45
2015-11-25,30.41,134.65,34.45,2.38,15.58,31.13,22.56
2015-11-24,30.28,133.6,34.36,2.34,15.63,31.17,22.5
2015-11-23,29.09,132.5,34.48,2.22,15.32,30.92,22.57
2015-11-20,28.6,130.21,34.66,2.22,15.43,31.39,22.83
2015-11-19,28.98,126.86,34.3,2.14,15.87,31.12,22.67
2015-11-18,29.3,126.54,33.16,2.12,15.61,31.03,22.52
2015-11-17,28.46,126.18,32.64,1.98,15.28,30.4,22.52
2015-11-16,29.72,120.84,32.1,1.99,14.89,30.4,22.35
2015-11-13,28.49,120.0,32.11,1.99,15.0,29.8,21.89
2015-11-12,28.22,123.81,32.4,2.0,15.35,30.4,22.24
2015-11-11,29.5,124.71,32.86,2.07,15.5,30.51,22.58
2015-11-10,30.78,125.26,33.21,2.02,15.545,30.81,22.51
2015-11-09,30.8,124.5,33.35,2.11,15.84,31.41,22.96
2015-11-06,31.6,125.98,33.84,2.15,16.45,31.55,22.82
2015-11-05,31.37,125.72,34.0,2.2,16.51,27.71,22.98
2015-11-04,33.56,125.38,34.15,2.2,17.44,28.03,23.55
2015-11-03,34.07,125.66,34.31,2.28,17.835,28.5,22.77
2015-11-02,34.4,124.41,34.11,2.19,17.09,28.7,22.1
2015-10-30,33.92,123.64,33.86,2.12,16.56,28.37,21.96
2015-10-29,33.28,123.63,34.03,2.13,16.21,27.68,21.82
2015-10-28,33.64,123.82,34.71,2.18,16.92,28.67,22.08
2015-10-27,33.27,124.47,34.47,2.15,16.68,28.44,22.2
2015-10-26,34.6,125.01,34.59,2.15,16.58,28.46,22.16
2015-10-23,36.23,124.61,34.9,2.21,17.24,28.59,22.47
2015-10-22,36.68,124.36,34.4,2.14,16.72,28.4,22.51
2015-10-21,37.4,123.3,33.37,2.1,16.43,27.41,22.22
2015-10-20,38.13,122.85,33.44,2.02,17.09,27.77,22.31
2015-10-19,38.33,123.1,33.59,2.01,19.16,27.81,22.23
2015-10-16,38.83,122.74,33.04,1.94,18.5,27.86,22.16
2015-10-15,38.61,121.81,32.75,1.97,18.66,27.43,21.95
2015-10-14,37.81,120.27,32.8,1.95,18.82,27.36,22.34
2015-10-13,38.13,121.61,32.04,1.92,18.18,26.4,21.94
2015-10-12,38.8,121.9,32.21,1.87,18.03,26.35,22.09
2015-10-09,39.58,121.33,32.14,1.96,18.16,26.07,21.95
2015-10-08,39.1,121.06,32.52,1.93,18.72,26.17,22.25
2015-10-07,38.87,119.65,32.315,1.86,18.62,26.02,21.93
2015-10-06,37.84,118.68,31.74,1.83,18.22,25.75,21.23
2015-10-05,36.94,119.2,31.21,1.8,17.57,25.42,21.4
2015-10-02,34.6,117.81,30.51,1.83,15.91,24.8,20.76
2015-10-01,32.78,117.03,30.0,1.74,14.77,24.17,20.86
2015-09-30,32.2,115.49,30.14,1.72,14.98,24.65,20.75
2015-09-29,30.86,112.91,29.24,1.67,14.38,23.71,19.89
2015-09-28,33.0,114.1,28.76,1.66,14.06,23.3,19.63
2015-09-25,35.19,116.74,28.81,1.71,14.91,23.61,20.05
2015-09-24,34.83,116.34,28.48,1.72,15.34,23.44,19.99
2015-09-23,35.33,116.17,28.74,1.7,14.81,23.0,20.01
2015-09-22,36.71,115.8,28.67,1.73,15.41,22.89,19.95
2015-09-21,36.49,116.58,29.16,1.81,15.75,23.53,20.53
2015-09-18,35.74,115.12,29.02,1.87,15.5,23.29,20.61
2015-09-17,36.28,117.91,29.71,1.89,16.41,23.31,20.66
2015-09-16,36.07,117.82,29.77,1.89,16.68,23.1,20.67
2015-09-15,34.85,116.18,29.73,1.86,16.52,22.94,20.39
2015-09-14,34.5,114.73,29.39,1.82,16.7,22.69,20.04
2015-09-11,35.19,115.44,29.47,2.01,16.8,22.65,19.9
2015-09-10,36.16,114.49,29.27,1.84,17.2,22.58,19.7
2015-09-09,35.84,113.97,29.24,1.85,16.96,22.23,19.88
2015-09-08,36.43,116.43,29.5,1.88,17.53,22.68,20.05
2015-09-04,35.4,114.42,28.52,1.82,16.82,21.75,19.67
2015-09-03,35.67,116.6,29.08,1.79,16.59,22.27,20.07
2015-09-02,35.34,116.48,28.6,1.77,16.29,22.21,19.94
2015-09-01,34.94,113.07,27.82,1.71,15.82,21.56,19.41
2015-08-31,36.01,116.46,28.54,1.81,16.41,22.48,19.88
2015-08-28,35.63,117.52,28.42,1.85,15.96,22.73,20.0
2015-08-27,34.48,117.66,27.72,1.78,15.67,22.63,19.94
2015-08-26,32.56,115.93,27.3,1.72,14.42,21.81,19.45
2015-08-25,31.63,110.97,25.87,1.66,14.27,20.28,18.76
2015-08-24,32.17,112.54,26.25,1.75,14.44,20.71,18.76
2015-08-21,34.13,116.16,26.56,1.78,14.53,21.47,18.88
2015-08-20,34.88,120.54,27.53,1.7,14.74,22.16,19.61
2015-08-19,34.99,122.76,28.36,1.8,15.9,22.99,19.91
2015-08-18,35.62,122.8,28.91,1.8,16.38,23.08,20.03
2015-08-17,36.59,119.7,29.08,1.8,17.22,23.39,20.28
2015-08-14,36.28,119.75,29.02,1.84,16.95,23.54,20.38
2015-08-13,36.34,119.02,28.87,1.79,17.7,23.52,20.54
2015-08-12,37.76,117.69,29.46,1.9,18.19,23.72,20.75
2015-08-11,36.04,117.69,28.97,1.9,17.88,23.66,20.83
2015-08-10,35.7,117.6,29.64,1.93,18.82,23.78,21.61
2015-08-07,34.32,116.93,28.88,2.09,18.44,22.98,21.03
2015-08-06,35.31,116.56,29.01,2.11,18.72,20.45,21.28
2015-08-05,34.82,118.0,29.12,2.16,18.91,20.58,21.61
2015-08-04,35.69,117.53,29.13,2.13,19.01,20.37,21.45
2015-08-03,36.57,116.89,29.05,2.2,19.0,20.29,21.72
2015-07-31,37.79,117.03,28.95,1.93,18.51,19.95,22.11
2015-07-30,37.91,116.46,28.91,1.93,19.9,20.02,22.7
2015-07-29,40.0,116.37,29.01,1.96,19.87,19.97,22.11
2015-07-28,38.76,114.84,28.96,1.77,19.75,19.73,21.88
2015-07-27,37.87,113.07,28.35,1.62,18.12,19.31,21.63
2015-07-24,37.68,113.59,28.06,1.67,18.34,19.42,21.64
2015-07-23,38.67,114.59,28.595,1.76,18.7,19.65,22.31
2015-07-22,38.3,114.9,28.605,1.79,18.0,19.405,22.22
2015-07-21,39.48,113.86,28.72,1.8,18.88,19.79,22.88
2015-07-20,39.09,113.41,29.1,1.8,18.89,19.7,22.9
2015-07-17,40.39,114.47,29.47,1.79,20.12,20.07,23.03
2015-07-16,40.98,114.73,29.9,1.87,19.61,20.19,22.73
2015-07-15,40.63,115.58,29.69,1.96,18.89,19.75,22.56
2015-07-14,41.4,115.36,29.65,2.05,19.61,19.89,22.8
2015-07-13,41.2,114.9,29.73,1.96,17.61,19.88,22.86
2015-07-10,39.54,113.1,29.17,1.96,17.57,19.75,22.57
2015-07-09,39.14,111.38,28.93,1.98,17.15,19.41,22.22
2015-07-08,38.51,111.0,29.5,2.01,17.63,19.65,22.23
2015-07-07,39.12,112.4,29.9,2.09,18.2,19.79,22.96
2015-07-06,37.93,111.32,30.04,2.47,18.32,20.17,22.94
2015-07-02,39.22,111.49,30.555,2.53,19.07,20.42,23.15
2015-07-01,38.8,112.07,30.18,2.42,18.78,20.4,22.93
2015-06-30,39.48,111.13,30.415,2.4,18.84,20.11,22.71
2015-06-29,39.11,110.54,30.39,2.34,18.73,20.12,22.38
2015-06-26,39.92,112.6,31.02,2.47,19.66,20.74,23.63
2015-06-25,39.31,112.24,31.99,2.58,24.02,21.17,24.08
2015-06-24,40.36,112.35,31.91,2.62,24.06,21.01,23.9
2015-06-23,40.64,113.18,32.085,2.61,24.49,21.22,23.93
2015-06-22,40.79,113.07,32.26,2.62,24.63,21.775,23.84
2015-06-19,39.04,112.43,32.07,2.58,24.47,21.87,23.4
2015-06-18,39.27,111.85,32.38,2.52,24.465,21.94,23.76
2015-06-17,39.21,110.47,31.95,2.47,24.48,21.58,23.6
2015-06-16,38.95,110.23,31.635,2.35,24.24,21.33,23.58
2015-06-15,39.02,110.01,31.39,2.32,24.24,21.07,23.26
2015-06-12,38.83,110.6,31.32,2.31,25.13,21.11,23.67
2015-06-11,39.38,111.29,31.85,2.32,25.02,21.7,23.51
2015-06-10,39.32,110.98,31.82,2.32,25.19,21.47,23.33
2015-06-09,39.44,109.53,31.25,2.29,25.19,21.86,22.83
2015-06-08,39.46,109.93,31.3,2.31,25.92,21.75,22.65
2015-06-05,39.89,110.37,31.84,2.33,26.59,22.26,22.86
2015-06-04,39.75,111.46,32.31,2.33,26.985,22.09,22.98
2015-06-03,40.69,113.16,32.73,2.28,27.08,21.7,23.66
2015-06-02,41.57,111.59,33.27,2.3,27.79,21.935,23.67
2015-06-01,41.31,111.67,33.905,2.25,28.42,22.38,24.14
2015-05-29,41.92,111.42,34.46,2.28,27.93,22.13,24.28
2015-05-28,42.21,112.19,34.01,2.27,28.28,22.14,24.45
2015-05-27,43.1,112.16,33.71,2.28,28.13,21.84,24.6
2015-05-26,43.65,110.93,33.105,2.22,27.32,20.73,24.26
2015-05-22,44.15,112.16,33.45,2.28,27.33,20.86,24.2
2015-05-21,45.09,112.01,33.55,2.28,26.9,20.89,24.24
2015-05-20,45.15,112.1,33.37,2.32,26.59,21.04,24.58
2015-05-19,45.11,112.34,33.15,2.28,26.31,21.04,24.59
2015-05-18,45.85,114.33,33.41,2.35,26.76,21.27,24.41
2015-05-15,45.69,113.35,32.99,2.32,26.33,21.3,24.56
2015-05-14,44.64,111.94,32.97,2.33,26.69,21.29,24.41
2015-05-13,44.51,111.19,32.64,2.37,27.19,20.95,24.44
2015-05-12,43.36,112.52,32.25,2.35,26.87,20.83,24.38
2015-05-11,43.38,111.9,32.69,2.32,27.75,20.63,24.37
2015-05-08,44.75,112.47,32.8,2.31,27.18,20.825,24.55
2015-05-07,43.92,110.04,32.245,2.32,27.27,22.49,24.37
2015-05-06,44.84,108.31,32.22,2.29,27.99,22.1,24.45
2015-05-05,47.95,108.06,32.64,2.28,28.04,22.03,24.29
2015-05-04,48.12,110.06,33.43,2.31,28.67,22.61,24.32
2015-05-01,48.66,109.55,33.42,2.31,28.99,22.75,24.74
2015-04-30,48.1,106.98,32.55,2.26,28.13,22.195,24.44
2015-04-29,48.59,108.71,32.885,2.28,28.87,22.14,24.79
2015-04-28,48.24,110.58,33.02,2.31,28.99,22.305,25.01
2015-04-27,48.57,111.39,32.5,2.34,29.265,22.2,25.41
2015-04-24,49.23,113.7,32.08,2.3,29.2,22.03,24.91
2015-04-23,49.26,113.96,32.35,2.33,29.515,22.22,24.3
2015-04-22,48.94,112.99,32.7,2.28,29.495,22.31,23.84
2015-04-21,48.06,113.17,32.43,2.35,28.55,22.055,23.33
2015-04-20,49.13,112.86,32.73,2.49,28.26,22.09,23.27
2015-04-17,49.54,112.1,32.47,2.575,28.02,22.2,23.22
2015-04-16,50.34,113.37,32.87,2.87,28.01,22.49,23.24
2015-04-15,51.07,113.45,32.83,2.7,28.17,22.63,23.51
2015-04-14,49.2,114.05,31.49,2.67,27.72,22.36,23.18
2015-04-13,47.65,114.44,31.73,2.78,27.88,22.55,23.33
2015-04-10,48.25,115.24,31.93,2.76,28.02,22.76,23.5
2015-04-09,48.08,114.57,31.24,2.72,27.815,22.525,23.44
2015-04-08,47.67,115.59,31.31,2.71,27.13,22.02,23.2
2015-04-07,48.45,114.3,31.26,2.7,26.87,21.86,23.39
2015-04-06,48.87,114.95,31.04,2.7,27.43,21.665,23.54
2015-04-02,48.07,114.54,30.81,2.69,26.725,21.06,23.69
2015-04-01,48.34,113.13,30.81,2.69,27.13,21.01,23.23
2015-03-31,48.24,113.61,31.27,2.68,27.13,20.925,23.48
2015-03-30,48.04,114.63,31.46,2.7,26.68,21.47,23.25
2015-03-27,47.05,113.86,32.0,2.72,26.675,21.38,22.94
2015-03-26,47.16,112.37,30.08,2.65,26.66,20.965,23.2
2015-03-25,47.06,113.68,29.89,2.63,26.57,21.04,23.18
2015-03-24,46.95,116.15,30.79,2.79,27.96,22.4,24.5
2015-03-23,48.62,116.07,31.2,2.84,28.02,22.71,24.8
2015-03-20,47.37,117.49,31.31,2.8,28.68,23.47,24.77
2015-03-19,46.42,115.16,30.74,2.74,28.05,23.215,24.66
2015-03-18,47.43,116.08,30.89,2.75,28.16,22.87,24.71
2015-03-17,45.78,115.58,30.59,2.77,27.66,23.25,24.31
2015-03-16,45.13,116.5,30.83,2.76,28.505,22.97,24.28
2015-03-13,44.87,114.82,30.93,2.75,28.715,22.7,23.88
2015-03-12,46.34,116.1,30.8,2.76,28.02,22.67,23.53
2015-03-11,46.11,113.07,32.33,2.84,27.88,22.88,23.49
2015-03-10,46.37,112.56,31.7,2.92,27.61,22.995,23.05
2015-03-09,46.99,115.25,32.72,2.93,28.66,22.61,23.45
2015-03-06,47.13,114.45,33.19,2.92,28.5,22.55,24.09
2015-03-05,45.99,115.91,33.73,2.98,29.28,22.86,24.46
2015-03-04,45.03,114.76,34.12,3.05,29.265,22.43,24.33
2015-03-03,45.23,116.07,34.095,3.14,29.66,22.18,24.5
2015-03-02,44.07,116.12,34.06,3.21,31.24,22.595,24.63
2015-02-27,44.26,114.75,33.25,3.11,30.67,22.06,24.53
2015-02-26,43.97,115.38,33.65,3.08,30.62,22.2,24.68
2015-02-25,45.39,116.31,33.945,3.1,30.48,22.14,25.04
2015-02-24,45.1,116.75,34.41,3.11,30.77,22.31,25.04
2015-02-23,47.42,112.28,33.76,3.06,31.4,22.16,24.22
2015-02-20,47.67,112.24,34.41,3.06,32.03,22.335,24.44
2015-02-19,47.5,110.94,34.21,3.055,31.81,22.175,24.52
2015-02-18,48.22,111.99,34.265,3.08,32.17,22.12,24.71
2015-02-17,48.51,112.0,34.735,3.11,32.33,22.375,24.77
2015-02-13,47.32,111.89,34.36,3.15,31.85,22.31,24.84
2015-02-12,47.28,112.16,34.125,3.12,31.94,22.3,24.47
2015-02-11,45.67,110.31,33.55,3.07,31.02,20.81,24.29
2015-02-10,46.13,110.67,33.7,3.04,31.09,20.95,23.86
2015-02-09,46.2,108.34,32.93,3.04,28.35,20.38,22.67
2015-02-06,46.88,109.04,33.295,3.03,28.91,20.4,23.1
2015-02-05,47.22,108.99,33.94,3.31,29.49,20.485,23.66
2015-02-04,45.47,108.41,33.6,2.85,29.03,20.16,23.58
2015-02-03,46.78,107.24,33.7,2.76,28.945,20.11,23.15
2015-02-02,45.19,104.43,33.65,2.67,28.435,19.62,22.94
2015-01-30,44.03,104.42,33.04,2.57,29.265,19.205,22.71
2015-01-29,43.03,107.62,34.21,2.61,29.71,19.78,23.29
2015-01-28,42.17,104.74,33.775,2.63,29.095,19.31,23.93
2015-01-27,44.69,105.16,34.185,2.7,29.65,19.63,24.19
2015-01-26,45.03,106.36,35.805,2.61,31.02,20.615,24.16
2015-01-23,44.06,105.37,36.445,2.45,30.95,20.71,23.99
2015-01-22,44.5,106.07,36.91,2.47,30.89,20.65,23.71
2015-01-21,45.37,103.53,36.48,2.45,30.49,20.3,23.21
2015-01-20,43.69,103.25,36.09,2.24,29.67,20.02,23.09
2015-01-16,42.89,104.12,36.45,2.39,28.99,19.96,22.6
2015-01-15,42.3,101.01,36.19,2.52,29.3,19.6,22.89
2015-01-14,42.32,102.64,36.35,2.63,30.05,19.74,21.06
2015-01-13,40.23,103.73,36.5,2.66,30.835,19.655,21.05
2015-01-12,41.1,104.42,36.6,2.63,31.66,19.69,20.79
2015-01-09,43.72,104.89,36.76,2.63,33.525,19.94,21.2
2015-01-08,45.26,106.72,36.69,2.61,33.67,19.86,21.81
2015-01-07,44.77,104.41,36.02,2.58,32.1,19.135,21.67
2015-01-06,45.1,100.95,35.28,2.63,32.87,19.19,21.36
2015-01-05,47.06,101.26,35.95,2.66,33.775,19.79,21.74
2015-01-02,49.92,103.43,36.36,2.69,34.75,20.13,22.28
2014-12-31,49.79,104.97,36.29,2.67,35.01,20.05,22.38
2014-12-30,49.96,104.27,36.76,2.63,35.4,20.37,22.44
2014-12-29,50.21,104.53,37.18,2.66,35.53,20.56,22.38
2014-12-26,49.86,103.75,37.55,2.65,35.0,20.59,22.31
2014-12-24,50.71,103.56,37.44,2.65,34.91,20.57,22.35
2014-12-23,50.38,103.76,37.43,2.67,34.97,20.65,22.21
2014-12-22,49.78,103.5,37.21,2.66,34.635,20.78,22.37
2014-12-19,49.54,101.93,36.37,2.57,34.49,20.42,22.2
2014-12-18,49.22,100.67,37.02,2.55,34.45,20.22,21.79
2014-12-17,47.49,98.94,36.24,2.55,33.83,20.14,21.64
2014-12-16,44.3,97.06,35.56,2.5,32.915,19.345,21.44
2014-12-15,44.32,100.05,35.92,2.47,33.355,19.57,21.94
2014-12-12,44.86,99.78,36.225,2.52,34.0,19.63,21.97
2014-12-11,45.67,100.27,36.7,2.49,35.19,20.26,22.14
2014-12-10,44.65,98.94,36.42,2.48,34.86,20.27,22.19
2014-12-09,48.42,99.64,36.89,2.59,35.655,20.73,22.58
2014-12-08,48.34,100.43,37.2,2.58,36.02,20.8,22.5
2014-12-05,52.5,99.64,37.67,2.66,36.49,21.07,22.74
2014-12-04,53.09,98.95,37.46,2.69,36.07,20.95,22.82
2014-12-03,53.22,98.59,37.43,2.74,36.1,21.14,22.93
2014-12-02,52.49,98.16,37.6,2.68,35.605,20.61,22.57
2014-12-01,51.95,98.88,37.17,2.67,34.99,20.58,22.94
2014-11-28,54.16,99.4,37.25,2.79,35.95,20.97,23.47
2014-11-26,57.46,97.7,36.9,2.84,35.62,20.915,23.18
2014-11-25,57.81,97.01,36.32,2.83,34.8,20.57,22.91
2014-11-24,58.04,98.4,36.25,2.83,34.73,20.58,22.94
2014-11-21,58.42,98.28,35.59,2.77,34.3,20.455,23.06
2014-11-20,57.35,97.57,35.95,2.69,33.21,20.34,22.76
2014-11-19,56.83,96.7,34.35,2.63,32.96,20.01,22.53
2014-11-18,56.48,95.98,34.71,2.65,32.87,20.17,22.05
2014-11-17,56.09,98.03,34.24,2.67,32.29,19.695,21.91
2014-11-14,55.92,98.24,33.95,2.61,32.62,19.785,22.4
2014-11-13,55.65,99.0,33.68,2.66,32.94,19.55,22.34
2014-11-12,56.46,98.49,33.38,2.71,32.91,19.645,22.05
2014-11-11,56.25,98.14,33.31,2.73,33.2,19.78,22.2
2014-11-10,56.19,98.16,33.26,2.76,33.09,20.02,22.26
2014-11-07,57.26,97.65,33.58,2.78,33.01,19.79,21.82
2014-11-06,55.95,97.29,33.82,2.76,33.35,20.22,21.8
2014-11-05,56.5,95.78,33.76,2.8,33.71,20.13,22.03
2014-11-04,56.5,95.96,34.54,2.83,33.37,20.13,21.95
2014-11-03,58.39,96.09,34.31,2.87,33.51,19.87,21.9
2014-10-31,58.94,97.52,34.01,2.8,33.09,19.54,22.02
2014-10-30,58.67,97.52,32.58,2.75,31.82,18.69,21.11
2014-10-29,59.37,96.42,33.92,2.77,32.28,18.805,21.59
2014-10-28,59.88,96.59,33.74,2.72,32.61,18.93,21.59
2014-10-27,60.41,95.47,33.2,2.66,32.3,18.49,21.36
2014-10-24,61.01,94.99,33.18,2.68,31.06,18.48,21.18
2014-10-23,60.46,94.8,32.69,2.69,30.89,18.285,21.3
2014-10-22,59.77,93.34,32.27,2.64,30.57,17.89,21.24
2014-10-21,61.11,94.2,32.61,2.77,31.19,18.32,21.39
2014-10-20,58.7,91.85,31.58,2.67,29.69,17.57,20.87
2014-10-17,57.36,90.24,31.38,2.72,28.765,17.42,20.72
2014-10-16,56.55,88.88,30.85,2.64,28.3,17.45,20.72
2014-10-15,54.48,87.85,31.275,2.61,27.54,17.44,20.07
2014-10-14,53.71,90.1,32.14,2.62,27.39,17.175,20.14
2014-10-13,55.15,90.6,31.47,2.74,27.03,16.785,19.67
2014-10-10,58.33,92.55,31.91,2.72,27.79,16.845,19.44
2014-10-09,58.8,93.07,33.62,2.95,30.64,17.91,20.47
2014-10-08,62.72,94.09,34.27,3.28,32.32,18.26,20.6
2014-10-07,62.61,92.47,33.47,3.28,31.865,17.925,20.38
2014-10-06,64.1,93.26,34.11,3.36,32.57,18.12,20.82
2014-10-03,64.25,93.54,34.03,3.4,33.94,18.23,20.83
2014-10-02,64.05,92.24,33.52,3.39,33.81,18.19,20.29
2014-10-01,64.72,91.02,33.99,3.35,33.5,18.27,20.1
2014-09-30,65.55,91.74,34.82,3.41,34.26,18.45,20.18
2014-09-29,66.07,92.88,34.9,3.55,34.5,18.515,19.95
2014-09-26,66.17,92.84,34.26,3.6,33.83,18.545,20.14
2014-09-25,65.64,91.9,34.14,3.63,31.7,18.51,20.11
2014-09-24,66.39,93.02,34.75,3.7,32.22,18.92,20.59
2014-09-23,66.46,91.49,34.42,3.69,31.2,18.81,20.34
2014-09-22,67.27,91.89,34.71,3.76,30.6,18.89,20.36
2014-09-19,68.41,92.34,34.82,3.81,31.63,19.08,20.52
2014-09-18,68.54,92.09,35.17,3.88,32.48,19.44,20.92
2014-09-17,68.38,91.22,34.98,3.82,31.98,19.15,20.62
2014-09-16,68.15,90.27,34.93,3.81,31.45,19.135,20.48
2014-09-15,67.38,89.38,34.54,3.91,30.02,18.86,20.24
2014-09-12,67.62,88.84,34.62,3.96,31.525,19.12,20.34
2014-09-11,69.33,89.22,35.02,4.08,32.04,19.41,20.9
2014-09-10,69.47,89.25,35.02,4.08,32.09,19.61,21.03
2014-09-09,70.1,88.93,34.91,4.08,31.98,19.54,21.05
2014-09-08,70.98,90.82,35.33,4.13,33.135,19.79,21.07
2014-09-05,70.94,91.61,35.0,4.15,32.94,19.97,21.18
2014-09-04,70.47,89.93,34.905,4.15,32.12,20.03,21.19
2014-09-03,70.85,89.0,34.57,4.19,31.68,19.685,21.35
2014-09-02,70.23,91.15,34.57,4.16,31.51,19.495,21.08
2014-08-29,70.2,93.5,34.92,4.17,32.6,19.45,20.94
2014-08-28,69.62,92.51,34.65,4.14,32.81,19.39,20.91
2014-08-27,68.91,91.87,34.79,4.16,32.995,19.23,20.91
2014-08-26,68.44,91.63,34.8,4.19,32.88,19.455,20.8
2014-08-25,68.0,91.2,34.81,4.18,33.21,19.11,20.68
2014-08-22,67.5,91.03,34.94,4.25,33.29,19.08,20.83
2014-08-21,67.66,91.15,35.15,4.24,33.19,19.07,20.62
2014-08-20,67.75,90.75,34.5,4.28,33.3,19.25,20.84
2014-08-19,67.2,88.23,34.34,4.27,32.4,19.37,20.74
2014-08-18,66.4,83.59,34.41,4.21,32.04,19.3,20.47
2014-08-15,66.45,83.69,34.17,4.13,31.49,19.04,20.45
2014-08-14,65.47,83.86,33.94,4.08,31.04,18.8,20.53
2014-08-13,64.82,83.12,34.1,4.11,31.38,19.01,20.33
